usuario,num_tweets,num_amigos,num_seguidores
ines_pilatasig,0,9,0
PanchitoGutier4,0,41,1
carlosLabrin,117,133,86
flandezmauricio,254,101,20
yere_simon,0,11,0
_machanga,11,32,4
Miguela21644109,0,4,0
Katheri62273039,8,90,6
tatibesnier,0,44,1
MariaEl71243700,0,19,1
mochiche_,9,146,11
JorgegabrielEs7,5,59,1
bvgambilia,1981,268,46
Dafg22102604,8,924,14
pirenkumey,15,278,9
Ro03946929Jorge,4,118,10
jenifer76566348,1,41,0
Joseval77103502,1,109,0
JulioQuispe3007,2574,133,25
Constan68907320,94,143,1
luis55621,0,109,1
Thezkotty27,1,95,3
wmaradiagar,3521,657,42
Conce3462Luis,7,78,16
Helsinsky5,0,97,0
cuestionyhonor,360,72,33
Vania66704640,0,151,21
geldres_weiss,1,65,7
NancyGo69402790,0,36,0
vergaraanortiz,2,25,1
jimwinz,8,107,16
Jose73863778,0,67,0
vargasjuan9,1,34,7
cristop20168462,2,74,0
SerPeters,72,261,142
KarlitaC12,194,94,1
Alexand72094468,0,8,0
ZAFIRO2504,8,23,4
Ernesto57365360,7,25,1
joseagustinma,0,92,8
pesao_soy,18,28,0
AlejandroAgoni,1,675,88
carmenglo_v,2,10,0
PabloPedemonte6,383,61,82
GloriaA50650452,0,68,2
Cervezervs,327,2958,557
claudiomaldon17,5,127,7
Enrique65365007,0,41,2
JacobHe21214339,0,213,5
AndrePinochetV,30,101,47
Cancerbero114,8,44,0
glaguim,4,66,1
aspeei,9,18,1
ElizabethCaroc5,1,2,0
ElithaErzsebet,1,67,1
hernandez_araya,11,163,29
Angee501,0,70,1
aleks94367364,0,23,0
Alexdelgado2021,2,72,1
xQNbCjZEZucuaj1,1,156,8
Sandra76470024,3,15,1
pasioncamionero,36424,1889,7401
pbzprado,538,198,61
Cristba88373918,0,8,0
MatanNeiman,1,32,4
MaiteUriarteM,2,25,1
Pppttoo1,0,77,3
karla_proboste,0,65,0
Dario_orp,68,87,16
pulquillanc,30,355,33
ToussaintJose11,4,27,0
Cristob53842434,0,23,1
RamiroP57518569,1,51,1
gadaboux,0,12,0
panico_surreal,2869,358,157
Melioda24738632,0,36,0
CamilaS85842272,3,125,28
Luisalf62212268,155,57,9
carmen76755941,0,4,1
dk_kohn,2,144,12
ppilarf,111,132,32
filipaoandorra,41,42,1
alejandrosori10,153,78,5
ValenzuelaNieto,59,55,27
FabianO89073630,0,26,0
Marchel17757895,10,119,4
Camilo85010429,0,8,0
Seba39352659,1,35,0
Jvson_Saa,4,37,1
BakxRios,0,16,1
magisterchileno,43713,52217,57889
GajardoBlanco,32,137,2
PabloCa25383787,1,17,0
PlotzPerez,1,15,0
Victor202116,0,68,0
PanchoSea,339,544,161
Rodrigo_Observa,4108,203,23
carlitosjaja,0,87,6
VaneeYohana,111,405,86
soporte_tom,90,107,16
Hermind45100489,0,54,0
Viperio54652283,1,24,0
daisafuca2112,18,163,18
Maritza94356555,0,16,1
JaimeFariasC,29786,811,620
Eduardo36146890,0,39,1
MAJOSEPUGA,2685,749,712
cecontrerasp,180,5001,842
RafaelRalil,1,46,2
Thiskris2,0,18,1
Tati_Isa00,562,435,28
BrunoBivort,38,163,36
dennbver,0,9,0
AlumnosUss,9,81,8
ErickNa54213838,0,22,0
PinDonoso,13138,2741,2374
osmucr,30,563,29
ximereb,32,207,23
Benjami68663254,0,31,0
IvetteR05906540,1,28,1
espectatore,518,150,16
Francis61094625,0,14,0
nicolas66304635,0,23,1
Ninooka1,0,36,0
mariachiintern1,4,252,26
CrisLager,2,57,0
ManuelS56823705,0,11,0
INCITAT57499920,23,17,0
Cristia40098561,0,50,0
Tamarambia1,0,30,0
kadmelsns,0,4,1
PatriciaCocq,2225,1944,940
MarioManriquezL,5448,1839,795
UnapING2030,9,208,31
sofia70662188,1,36,0
GraceGr28698661,0,8,0
eduardo22273413,0,15,1
GaonNatacha,0,41,0
CastrosCristy,12,285,25
Abigail19199878,0,11,0
moscotv22,2,47,0
IgnacioBarriaF1,14,351,9
Erik00358311,63,35,111
bq_jane,124,295,14
Stman57228355,0,97,0
Dany8377221932,0,29,1
Juanita_zl,7,40,2
victorp2122,372,199,29
bmiranda2001,557,787,143
Fabiola95631953,0,24,0
CarlosGarciaIn1,0,75,0
surasak1397k,10,1373,27
AlmaBuguena,51,72,2
Felipe41811722,0,91,1
Bgm235,0,58,1
Alex_Yai5,3369,1677,204
CARLOSD14120022,14,51,2
Multidi06659420,22,4733,282
CarlosPozoOliv1,172,445,80
olgaram89321380,3,38,2
iMercado_cl,205,84,16
2020ctm,839,77,13
CarlosA46087932,0,16,0
BbLprieto,5,39,2
aninir_paulina,19,8,1
Antonia65560658,0,49,0
Francis62401436,1,21,3
Genesis22615311,0,17,0
sebamerinog,3,208,17
Francis55506662,0,22,0
mkrauskopf,18611,3987,2136
MarinaG71775413,220,225,14
JoseCar17873416,0,20,0
IgnacioAlamos8,5,44,2
Grimloc53053188,94,88,0
nadeska_benner,0,29,8
patty_gvi,1250,126,45
pipoo024,1,19,10
JaimeAg19409016,0,20,0
Elizabeth864161,0,34,0
DaniloD94166053,0,22,1
GabrielaTapiaG,0,61,1
Jacquel83873467,0,25,0
ksepulvedac,410,176,73
NelsonSilvaEch1,63,41,6
Luis85923596,0,33,1
mcarracedo1985,7475,484,432
RosnerFundacion,12,250,45
FanDeIsaSouza2,1,34,2
VRechner,22,108,10
pavegodo,9278,353,273
paulinavall,0,89,2
DAEMONTAT,160,87,3
Enzomaldonadoi1,0,25,1
Alexis37312788,0,57,0
jeffmoustakim,118,174,22
EurekaLogotipos,24,139,9
Alberto55393037,0,17,0
ValeriaSilvaBa3,4,46,2
HelioSotoVarga1,0,32,3
PaulaHuenchuleo,4425,1146,941
EstefiCVR,0,40,3
Mara64579840,0,19,0
nyuuxs,0,19,0
dharoldh,2979,992,418
canicd1,6,54,4
Mercede20752964,0,195,2
aaleahya_3,580,128,30
luisAli38938166,0,71,5
Juan6812,0,41,0
mitto04,145,80,11
Fabianyes,4361,873,487
PaulinaAstorga8,0,23,0
trimonita4752,1,28,0
jcmr2009,14461,3231,481
feeliipeql,0,17,0
Enrique16176567,1322,225,69
jaime_ibaceta,43,119,19
JoseSep45861215,469,69,30
FelipeYevenes11,0,98,1
CamiloArriaga20,0,96,0
Leticia_lagos3,0,11,0
ClaudioHvc,5840,2112,423
CristinIturra1,94,122,8
lufui46,21,52,0
Karolin84357231,0,20,1
revistaelzorro,419,800,303
Claudio00614165,0,21,0
gwx35352141,0,1,0
Catheri32432434,1,55,4
JordanaGP,5005,2572,471
WhinyWhitch,69,167,16
JonathanHdz21,0,27,2
Cristob33414681,0,29,0
nakata1970,456,314,14
carlosmellado21,7,73,4
ignaciapazcn,2,65,7
Jenny30341949,0,16,0
Liliana35294881,29,26,2
AlvaroC26584394,0,18,0
Margari66379336,21,44,1
CorvalanClavero,2,183,16
francis54184937,0,37,0
andressepl,17,457,22
Daniela57542931,0,51,0
HereraCristobal,0,16,0
Ruthu20571861,3,22,0
3ciaCBLL,217,73,16
edozamorac,20113,249,195
UrquejoMaria,0,10,0
berr_gam,10,38,0
YohanaMarn1,0,136,4
mauroxpp,79632,6119,7207
Verdatagiando,1918,876,620
cceas_,0,48,0
cherrera1970,596,259,22
Aniella95648392,0,13,0
Rudolf75123781,0,30,0
neguimananita,10,71,2
reneosv,2,22,1
nicolasopazo10,651,226,190
LuliClaro,273,883,171
Hugoojeda3,29,168,10
CamiloRegla,26,199,8
JerryDo86748139,34,423,40
Alejand53318327,0,29,2
AndreaPobleteH1,2,32,0
WilliamDH6,444,961,1267
FranFarBau,712,417,74
Juanita16784356,1,95,7
Linea3_Tracols,325,250,40
caroquijadae,3,35,7
Danirulitos1,9,25,17
Jorgesv82,1252,734,187
Gustavo31510592,0,136,1
Catadiseno71,3,10,1
Mirta09715805,1,38,0
AndreaF66298895,0,29,0
SandraEdwJor,368,474,542
Luisislamolina,5305,2111,383
Mara4476067548,2,71,1
cristop26921585,0,73,2
Rekhtion,4,11,11
InezPerry16,7,291,21
CarlaBe54355800,61,126,18
Jano43267198,0,33,1
cerecedacastro,1303,696,210
Marco96502478,4427,366,117
christi26844363,3,44,7
CMCarabineros,8,137,15
carlosernestome,4,54,6
RepublicanoDon,13,84,3
Bustamanteamat1,5,44,2
Cotaa97,14235,612,339
PALYNACARDENAS,0,103,4
RayenSaezInost2,0,22,0
yazcamposrf,84,72,2
lago_limpio,3,113,6
GerdingMiguel,0,28,1
Donjuan25770213,0,115,1
RHernan1,121,168,9
Nicoleyoapruebo,0,12,1
CPlominsky,0,11,0
agustin91450350,0,8,0
RodolfoRoth5,0,10,0
Hunter52171010,85,30,19
HectorValdes14,1034,94,42
JavierP09914502,0,16,0
SilviaFuenzali3,0,24,0
Danock5,4,26,1
RolandoHernn1,7634,2966,1131
JeanLoupens,6,139,56
IsaacAdrianzen,15383,867,720
CeciSmith8,0,6,0
_ignacioenrique,1,15,0
Pulpotronick,10,49,1
kongpizzy,455,343,18
Suyim18,2,33,0
MunicipioCiuda2,34,161,66
venegas_baeza,1,467,11
Jos60593802,0,6,0
Claudio95790916,2,12,1
sebasti01122672,12,122,10
AldoBastidas,15,485,42
claudio181270,0,18,0
MillarayValdeb7,0,0,0
Xupete24,63,189,27
m_gku,16,46,15
elameba1,0,62,2
Ruthrut43486682,10112,2083,583
Germanalexmen,922,671,165
exhimedia,5,2019,97
vako239,4,369,16
ergotaminico,13,107,4
c_v30680505,0,57,0
AnaMaraTello1,10,68,0
diego20473759,3,95,20
InsurgenteEc,1168,494,63
NicolsMujicaH1,1055,512,49
GabrielaNicoole,19,160,69
monicaloreto,222,101,48
Aracelymia4,614,364,100
ChoEyzaguirre,261,76,0
lamas_techy,0,25,1
PAULINAPUELMA3,0,19,2
GustavoPeaylil1,0,44,0
Patita32614529,52,326,106
Viviana37319236,0,38,0
Cristia90674489,15,694,8
VirginiaZR74,2,77,2
ange_zv,0,86,1
Danilo_V13,1,115,12
Gerf5000,6,628,22
MarinRapiman,0,4,1
rodrigoaleja28,0,10,0
Gabriel51076161,0,33,1
rianpoe,92,47,1
mTelcocl,23,290,6
paulinabustosg1,0,20,0
JosAnto72666988,0,12,0
Jazercilla,12255,121,48
criseduard98,8,10,5
PsicoAra21,1913,1486,317
Oliden44020088,1,11,0
Angelic37938633,0,25,0
Paulina64364118,4,9,0
JohanaRomeroPe1,0,27,2
chirimoy_alegre,1,126,4
Yocelyn42847314,0,93,17
Dariego2,0,29,0
Andres24152509,136,102,3
alejandroconeje,11,17,3
Phillip75182339,2,57,1
carlota79653426,2,34,1
Victor82874886,11,12,0
CamaradaVolodia,1,23,2
GyambrahMary,88,1589,440
PatagoniaDev,50,153,32
Maurici68278998,0,13,0
Catalin03206192,5,89,4
Renata30013993,6,70,5
Franeguiluz,14,128,44
Carolin76319883,0,45,1
abarbosa033,3130,669,272
Rodrigo75084674,0,13,0
PAILLALEF33,435,126,20
fbva381971,5,19,3
c_vasquezups,3,66,17
Angel86776267,0,13,0
Catheri24125429,4,20,1
AdanMan6,177,1626,108
MariaGo44188560,0,27,0
Dangela44732974,137,372,87
myaegerb,182,1898,168
eliascoke,3,124,1
ManuelM67635170,2,38,1
emartenss,0,30,4
BenjaFuenzalid1,13,113,32
paola_basualto,1,78,2
CamilaColvin,0,20,2
Felipeavegam,17,283,6
LoretoHenrique4,143,84,8
Subdere_LosRios,2815,415,639
Kathy09622987,0,22,0
Carol1131702499,3,20,0
ClopazGodoy,1299,115,77
KevinApablaza21,0,76,3
MartinH14177057,0,63,2
Esmirna92706022,0,6,0
AlvaroM07370493,0,13,0
gajardo_erik,0,34,0
ralocarca,3,24,4
YaniraPazMuoz1,2,23,0
Juan40112062,0,14,0
DanzaKandyan,18,112,16
CorazonAlma2,9,32,1
Maurici73060802,0,59,0
ROBERTO92660205,0,47,0
yycontreras,38,116,9
debykar,244,241,17
RMichellodR,164,38,4
HernanFelipeCa3,0,7,0
GloriaCarnen,1,61,4
AmbuilaZuleni,0,14,0
CarmenjanaR,4,11,3
Nataly61572534,0,5,0
DaisyRamirezD1,0,80,1
rodrigojaramora,128,746,56
Manchis09640089,0,36,0
marlys75391382,1,22,0
Jesus29909070,0,23,0
gonzalo_castill,674,4982,2225
Mercede28610329,0,14,0
AlanHenandez4,6,61,1
PameValenzuelaV,32,36,5
BMeanwhilesmile,2,103,10
lamosca74,1202,48,25
tomwurth234,76,53,8
Seal_Cazam,20,229,21
AndrsVe34440463,0,12,0
EstafadoraDe,14,18,1
Vicho20575557,0,20,1
tuxopont,12997,4908,3215
NellyRo48119682,4,29,0
MaculPpp,1,11,0
PabloAndrsDazC3,6,36,1
LeslieCatalina7,0,157,2
CataDiazdl,1041,354,101
Rodrigo70132111,1,14,0
Cami77747094,0,43,4
anitama82040501,1,25,2
Nicolas07623963,1,37,2
Rosi41150504,0,4,0
AntoFica1,3,34,0
Nacho79255420,0,35,0
mariade50285440,0,22,1
sebastianep4,10,16,0
Felipe90799552,0,18,0
gallardo_mella,3,42,2
VicenteLizanaO1,0,6,0
nicolas75664221,0,22,0
luxose,5749,92,17
Paosantisima,3377,211,123
i6nacioe,18,39,9
RosaGutirrezTo2,0,29,1
NehemiasMatama2,0,18,1
ale71267,2050,917,41
JuanPabloAldun2,0,23,0
MarambioRoxana,0,20,3
NataliaAllayme,1447,1653,718
ConstanzaNaegel,0,84,8
CaroFranckel,0,47,4
AvilaArqueros,0,33,0
Lili70225637,0,27,0
Toxikomano1,0,17,1
teachercon3ras,5201,1175,355
Mauricio1985,0,31,5
vlanddres,340,133,33
Rickyrvvaldez1,283,717,21
Papelillolillo_,200,140,40
mfrtz_,59,63,10
KimberlyQuija16,0,16,0
Jennife77014221,0,54,0
rodrikazz,3,57,2
LozadaNilsamar,0,38,3
cfaundez,1988,672,146
wpiderit,21,35,6
KenaIllanes,0,146,24
moises74259581,0,39,0
Glenalejandro11,5,14,0
NayuFran,0,18,0
butacalosrios,302,401,225
gmailpedrojesus,8,164,16
brendastic,6509,332,333
Ladyblue_33,4,39,0
angeloantonioh1,0,52,0
jimenaivo,98,128,15
Lalyval,17,190,40
EscalertM,115,16,7
WendyNata3,0,27,0
katiabus,4120,3483,517
IbethZambrano6,1,55,3
DelgadosHuesito,11,82,0
ginelior,0,43,1
CMU211,0,37,0
Nicolmo58781936,0,30,3
seyertour,85,35,2
EdgarPuchi,0,92,4
DesireeClemen13,1,30,3
HenryLabarca3,0,18,1
Losrioscb,117,162,80
donandr65629612,0,131,0
ne0boi,0,9,0
Viktori82353584,0,38,1
Mat1as_Flores,0,35,1
OscarSa14900873,0,11,0
JSebachile,2,140,25
Cs_krn,0,127,1
Yerko77934569,0,27,1
PedroMe97164334,1,20,1
RalDonoso9,0,59,0
David87066943,0,13,0
Sebasti65991338,0,18,0
domingafanton11,0,49,1
PaulaPardoL,26,1201,92
fdhghbcg,0,43,0
VictorTilleria3,16,20,0
Margari70017729,0,22,0
abelito21579407,0,40,0
JoseLui78398556,8,191,9
Lorenzob702,4,21,0
Claudia91006983,1,34,1
infosuroficial,6503,819,793
javier_aranda_p,0,26,2
Diego12523448,1,23,0
FreddyOswaldoM2,2,175,13
Rich_Guaracha,7,96,11
LALO_00007,34,619,93
andrea_varel,101,79,22
vicalse,51,676,57
AgoniAgusto,0,120,4
ManeMaldonado4,0,12,0
CarlitaCarter,614,149,90
porotoscnmerken,157,52,12
rleonz,72,94,20
LAVEJE,22,171,16
MIGUELA89797689,1857,3862,128
Valenti95060646,0,14,1
CadenEncuesta,2,18,1
MohaProduccione,342,5001,677
Maggy27575623,3,37,0
Fernand51721592,0,12,0
DavidSo59197253,0,19,0
SotoEscubort,0,20,0
patisinger,1041,356,103
Rixard03638956,0,36,0
Eduardo05906996,2,38,1
bcheminqn_,569,89,11
Marcela94468442,2,69,0
Cris_cehc_94,341,144,42
85_874,1,107,2
Claudio45442217,0,18,1
kanaka_la,2,32,5
pabloAl05409730,0,17,0
vivipizarrob,745,440,74
NLefinir,0,106,6
paulinakullmer,0,37,7
ValeskaHenriq16,1,31,0
sibo_balde,41,201,15
hetosis,164,342,18
Pie_Huana,47,198,60
carlos_fresard,143,85,12
katheri24090438,0,36,0
CaroloCosas,3098,380,82
Irene72521484,18,39,0
Cristia50014529,0,14,3
FlaviaV43224745,0,10,0
Carla05555627,0,21,2
Pagina14informa,6595,330,299
nadixion1,0,34,0
guypatojimenez,12,131,6
Linda31204237,8,89,0
Carlos62683604,63,37,4
l_valle,35024,427,1032
Gualterini,70,10,1
alejavaldi,37,1514,62
VargasVildosola,0,189,8
FabianA82745273,0,10,0
Ramongux,1,50,0
Hkappes1,46,36,2
Lisbeth39804558,0,100,1
Javier04121305,0,18,0
Pau06679577,0,12,0
Jsvd30389989,9,359,6
IvanMer47535330,0,4,1
patriciavelezba,71,390,99
gertru1970,302,214,45
Claudio_pan10,0,16,0
Juanman04742308,0,563,21
SaaArancibia,275,999,83
sorellanarivas,39,301,19
ItaloEduardoSa2,0,13,0
Javieraguilarrv,26,94,3
Pablosk74625146,1,19,0
pmgboada,794,252,32
AnedLuis,0,15,0
RocioLorca19,0,51,0
YarelaAysen,18,308,6853
FulgeriMaurizio,38,33,5
Benjami51440520,0,21,0
pezo_gladys,1,40,12
VictorD36634370,0,36,0
Leo_Alarcon_,17,140,12
Willyto77000791,1,9,0
Alexisdivo1,6,198,22
Adri_Moreno17,509,622,78
VisionNoticias3,2834,476,295
marxko25,14,168,46
alejandrobayro,0,43,0
BelmarioFM,9410,196,39
Yeye07292620,0,11,1
camilaf13425659,0,32,0
rafa_2141,7267,2535,320
remberto_cortes,189,196,6
_macarena182,311,73,12
SPACEINVADERNET,24,437,20
Camicam08082553,0,20,0
Jaime56930640,0,30,0
DavidFloresYep1,0,21,0
carlosu86315571,4,47,1
HectorDion4,0,10,0
pkla2,88,43,13
bgrable8,852,852,256
Claudio37002755,4,28,3
carmengloriavch,1449,1770,799
Karemsur,92,336,101
canasmessen_c,102,164,22
covidlosrios,965,211,895
Jorgees29323039,3,30,3
GloriaAstorga13,5,52,1
josueleo344,0,43,0
SabrySsmnar,1107,222,26
gonzalezb_diego,0,20,3
Eli_Uve,8434,1025,1376
Sapaman9,0,43,0
CarlosB89456072,0,3,0
MaikolJordanMo1,0,12,0
luisa_hazel,0,52,2
topo_malo,4,42,0
EvensBeaute2,0,106,1
Alejand34876145,0,4,0
AyalaPachalon,990,374,163
JoseNov47975866,0,41,2
Priscil28574473,0,31,0
MaraAnglicaNav3,2,103,3
AndrCandiria,2,138,6
Juan7853353516,2305,170,27
catamelladoo_,3,178,7
delivervnce,5,30,0
CE6FAO,95,294,336
Nicole67306027,1,42,0
Rafaelvv,561,812,127
NikolToledo4,0,64,1
Amadai_b00m23,4,4,1
KarinGaticaC08,0,37,0
EstefanaVivanc2,0,53,0
Angelin00701530,274,34,1
djhalabi,2,14,1
cristof20123109,0,16,0
Alejandraan12,0,8,0
JeanPierreGodd1,45,54,3
xanyvina,1,71,1
MauricioSotoAr4,6,44,0
NoeliaSanhueza1,0,4,0
miredavila,13270,852,425
Karincha72,0,173,9
Sergio98051647,9,214,10
corales25,1,47,2
Sergio77203716,6,73,0
ClDescuentos,0,88,3
BenjaminST99,1,117,3
matiasulises34,0,35,1
Karin76176345,0,35,2
pinilla_ale,127,83,62
macpalominos,96,16,18
pequeberny,7,18,0
Mauri_Vene,1,135,2
4german2,513,101,22
NicolsAntonioM9,0,14,0
AldereteElmer,0,9,1
monicapalmam,257,202,64
toxicyane,0,113,5
joseign16704749,1,121,2
ariel05741265,0,30,0
Genaro03743379,0,46,0
Ximena44420337,147,62,1
JoaquinsotoA,261,72,21
feliza74074970,0,1,0
Rodarenas,163,61,15
beckersamv,12,304,7
entrepuertos,6,40,4
Manucabaespi,200,212,6
Ninoskytaa1,0,115,0
Lucas46613336,0,43,0
paulina85293106,3,26,1
ConnstanzaD,0,58,1
tatto_falconi,373,841,489
cpvio,3094,3389,1145
Stephan23996559,8,21,0
tarsis472017,17226,148,777
LexInstituto,1,2,0
MONICAM73289438,2,88,1
constan92151848,2,17,0
fernand56425074,0,64,4
edumiragu,4,45,3
LeoMendezC,84,379,276
Esteban03959199,0,42,3
Rosa01960157,0,11,0
Javiermadinah,3,29,0
Michael22194978,0,21,0
Carolin50949136,0,14,2
PabloLatino1,1475,236,119
VeasPalleres,1,16,1
BinOsmanIbnOsm1,16,198,5
MaiteCa33225829,0,16,0
AndimeLosRos1,137,50,27
Natalia49016590,3,78,0
lvaroJavierGon2,1,30,5
jjlh_,3980,333,52
Marcela42219914,1,35,3
cmerinogarcia,2,30,0
sg_jocelyne,0,47,1
Angela49942736,1,39,0
RubenF78375749,0,11,1
iguajardog,62,409,37
AnitaMariaSalg2,1,144,5
gladys49574468,0,14,1
Diegho_Medina,0,33,4
DanielB70502822,5,25,0
CardozaMaulen,0,20,0
DiegoCo01324786,0,119,1
AlexisMarinan,0,16,0
pukison23,0,34,0
karimbertin,0,24,2
Jose_Solis18,38,38,2
Luciano3892,2,23,2
CamiloV59411613,0,198,1
ChantalRiquelme,0,39,1
javinzote,3,26,7
Lorena52239370,2,97,5
MatasFe60547305,0,13,0
danielrxn64,5,250,12
VIGIAcovid,79,95,123
Leonord14412443,0,1,0
cecy_cecilya,517,252,85
Benjamin_soto_,0,73,4
EdithSemper,0,32,2
elicarely,0,20,0
Alexand30457147,0,46,0
macarocher,545,292,86
Lori30869549,28,557,50
sand_duran,58,300,14
JAGM90468705,2,45,0
Joseher48120408,0,31,1
Tania82953070,2,19,1
NDuranaravena,0,312,31
natontito,852,387,127
MiguelAngel_als,23,44,11
Stephan26243666,0,8,0
rodrigo48571693,0,103,1
AlexisTorressa7,1,61,0
FELIPES06747844,0,26,1
MariaAn82589906,3,83,13
epsussekind,264,246,86
juakeve,193,227,10
FanyFernandezR,10,73,0
total_cambio,739,496,102
anytavaldivia,389,417,78
Alejand47659785,0,34,0
maureenbayerc,40,105,29
Agustin42067963,0,4,0
1313_yayo,0,22,0
JulitoM29100036,0,23,1
GiocondaVillan1,27,37,3
CristianBerkhof,63,27,8
Andrea19780155,0,5,1
c78349185,0,105,7
CgarciaMir,69,995,46
RosyQuezadaM1,1,41,3
RichardGuardaC,737,203,85
Cristba39143383,1,14,0
gonzalithium,2,113,16
Fernand62396626,0,15,0
JuanCar82964210,15,166,3
djgersonRodrig1,0,27,2
patricioarieldu,19,178,19
KatyaGallardo4,1,88,1
LuisAve03100337,1,30,0
ps_francia,11,41,2
Ishka73710211,14,246,3
OscarAm80985063,0,34,0
Camila56867226,31,35,1
ericdc,0,40,6
Luccian18101656,0,3,0
carminicat,0,13,3
eai_Nataly,2,12,2
gqhqjqkkqkq,0,5,0
CarcamoRoxy,0,144,16
DanielOjedaS,10864,1628,426
Jonatha74686628,0,21,1
12cruzados,73,89,22
soyelopez,295,852,124
pamgeywitz,42,39,2
angy38963753,0,402,11
EcoRestitos,0,27,4
IgnacioGuerraEr,1672,1826,168
irisyolandarom1,1,32,3
mario76064111,0,99,5
PelaoPuto,0,16,0
YonathanMillar,1,137,2
cecilialosrios,485,251,232
supereduc_cl,10024,3396,24911
xivedri,5007,2161,563
RParticipacion,607,649,251
tdvC0TsJbyJOz4p,1,342,20
ConstanzaUbill7,0,51,0
Ricardo37295762,2,4,0
J_Caceres_69,3,8,3
NICOLACITO1959,170,151,30
klp392,9,55,0
Andre53054331,0,73,1
RutaVioleta,27,173,18
Mariaig38414732,48,74,16
marcelaandrea32,37,62,10
daniela09011293,0,24,0
wisecitycl,187,1355,106
valevalenzuelap,0,18,3
pepekartes,20,225,34
Panchoalbo24on2,0,39,0
Judit_Oo,2,65,1
negroooooon,464,199,51
MaraPav93635954,0,112,1
Ksksksnss1,0,5,0
katyak14100550,0,43,0
RicardoLuengo3,76,194,16
raom0507,5,37,4
LaucknerNunez,4,53,23
atlagich,15,29,15
TakeoCesar,0,49,4
_BlasPhemer,101402,556,841
TomasAntonHigue,1268,371,24
marisol_mell,38,25,2
FerniMorenoSch,140,234,72
Gisela05473588,1,31,2
MarcosVivanco5,64,1696,252
MitzukiKira,0,14,0
BaobabSafari,26,4285,272
SolBele45765547,0,15,0
LiempiLeonardo,0,20,0
prez_bernardo,49,90,5
Antonio53528709,0,400,8
NarvarteJuanj,0,25,4
wilks_rover,10262,5504,5660
soto_ormazabal,3,66,9
nostacop,0,99,0
Crisar33412758,8,44,3
cristop95058300,0,7,0
monse54530073,0,7,0
xFVVA,92,188,49
josepal59,2503,1254,1069
Joselo11192574,4,12,1
Koke77843094,3,46,0
PaulaRosso7,793,494,196
Cristia40105729,0,40,2
Angel62016725,1,53,1
BorisGo48884107,81,244,45
fae_sur,14536,2904,427
frangorziglia,4,132,5
ElenaValOvalle,3,155,8
carmunav,41,19,3
PsTassara,9,35,12
javierzunigasaa,1,121,0
PaolaVa93503770,0,8,0
Xiomara87966378,4,128,1
Cristia01040503,0,28,0
AlejandroOrsti1,1,15,0
Patty94679866,0,25,3
NbBadilla,17,42,2
RP_1960,14,6,1
CoronaCypress,227,319,46
castano30vald,27,315,86
CamaraServ,18,99,56
VctorCepedaQue1,2,24,0
Felipe39299429,0,15,0
GMoralesCQ,256,164,26
yeyafloresm,590,399,54
kattysvec,7,176,9
ErnaParra,0,34,1
marcelzamora67,3,28,2
jfernandezvalen,523,30,62
yasnapresidenta,14,154,61
eduarditoariel1,9,58,1
Rodychm,31,62,3
Ivonne60088198,1,46,2
Augusto35071539,0,28,1
ivan_labrin,0,31,0
Miguel62384952,0,10,0
skinnyba6,98,362,42
PedroEmanuelle,2,95,3
Ximple92,0,63,0
Divulgaciencia4,0,25,0
MarioAugustop13,0,116,6
Iamleonidas3,0,19,0
VidalFischer,0,54,1
yoli_delvallen,0,35,0
LuisjonathanFe1,0,45,0
Rodolfo67320593,11,63,2
NelsonMaureira1,1,6,0
tamcita_meneses,1385,1038,721
Juan09523797,13,41,0
ricardo_andresh,79,54,20
inhu_manu,6,28,10
paulaaguayo5,3,73,15
Diego78663517,0,6,0
elenaor05947442,0,40,0
Luis31029257,0,13,0
jorgefe84545629,0,36,0
Zorro59922176,0,41,0
nicoandrewb,0,35,0
juancar84993499,9,119,0
rpizarroduran,359,123,54
Elosaalmendari1,4,20,6
benjami94854701,1,55,2
Mr_Matthew00,0,38,1
EugenioYezMuoz2,9,32,5
ApuestasTodos,11,49,0
Patosky121,0,14,0
pablocarmonam,72,205,46
MorgadoYerko,0,3,0
alvarez10841,6,61,3
aparrageoingeni,15,64,15
CidAdamaris,0,44,1
dj_moha,373,4996,793
Daniza57370303,0,1271,77
Fernand61554831,7,40,6
Day_jesus793,131,141,16
ash_sty,11,129,2
Juancar95567051,0,370,4
Luzelisafer,5,48,8
Rentboy87676907,0,15,1
Gustavo75555365,0,5,1
Niny3085,3,34,0
Nicolasjararui4,74,148,30
divergente2030,284,50,6
JAlvarezSZ,1728,1801,375
pecaswonderlust,3891,1214,243
Ericgom72124559,12,16,2
OdecUsp,34,27,388
LavalLoreto,2603,971,156
Juan42367487,0,33,1
Guiller82716723,0,27,2
PoluxElPatagon,356,573,43
historia_carol,4,81,8
Priscy56906316,0,25,0
alejandroufro,2,29,0
Gauchomann1,0,35,0
francus23545099,0,33,1
OFAPP1,432,73,293
vankyta,4,77,19
Sebasti53699704,1,53,1
LeizaRomy,1,18,0
JavieraAB4,4,42,5
JavierrrLork,1,242,7
JoelCid20,0,24,0
China_Merino,1312,763,50
cinemagol,23,321,8
concienciapoyo,5,46,5
Damian25190523,0,5,1
EstefaniaDono11,0,58,0
Guiller92598760,22,13,0
NEGRO_MAMBO,182,4103,227
FelipeF27620099,3,17,1
MaraPaz88046956,1,15,0
JavierOyarzo12,0,28,1
